frame_processed,x,y,z
800,0.186287,0.612975,4.598658
801,0.185368,0.613306,4.598964
802,0.185000,0.613438,4.599087
803,0.184855,0.613509,4.599169
804,0.185722,0.613516,4.600305
805,0.183770,0.615464,4.601725
806,0.182989,0.616243,4.602293
807,0.162328,0.605096,4.557546
808,0.154064,0.600637,4.539648
809,0.148190,0.599366,4.535037
810,0.147209,0.599066,4.536128
811,0.130543,0.595335,4.504540
812,0.125714,0.594722,4.496515
813,0.125995,0.594816,4.497993
814,0.127163,0.594931,4.500694
815,0.127833,0.595009,4.502283
816,0.129527,0.595344,4.505851
817,0.133447,0.596535,4.513401
818,0.136420,0.597545,4.519779
819,0.140306,0.598715,4.527343
820,0.144110,0.600267,4.536222
821,0.147495,0.600682,4.543112
822,0.150211,0.601226,4.549105
823,0.153263,0.601791,4.555236
824,0.156415,0.602431,4.561587
825,0.158618,0.603212,4.567610
826,0.161174,0.603961,4.573672
827,0.163571,0.604543,4.579585
828,0.165737,0.605161,4.584866
829,0.168149,0.605992,4.591095
830,0.170370,0.607098,4.597333
831,0.172928,0.607853,4.603447
832,0.175340,0.608677,4.609558
833,0.178005,0.609296,4.615901
834,0.180914,0.610091,4.622378
835,0.184278,0.610923,4.629085
836,0.187589,0.611772,4.636277
837,0.190832,0.612780,4.643765
838,0.194476,0.613627,4.651365
839,0.198001,0.614424,4.659535
840,0.201043,0.615351,4.667855
841,0.203568,0.616308,4.676110
842,0.206755,0.617427,4.684628
843,0.210388,0.618413,4.693374
844,0.214589,0.619888,4.702642
845,0.218985,0.621222,4.712557
846,0.223593,0.622940,4.722836
847,0.228112,0.624798,4.733860
848,0.233165,0.626407,4.745468
849,0.240050,0.627864,4.758862
850,0.243218,0.628585,4.765614
851,0.249447,0.629299,4.780150
852,0.255722,0.629567,4.794932
853,0.262637,0.630410,4.811078
854,0.270405,0.631609,4.828710
855,0.264668,0.630109,4.821638
856,0.269333,0.632652,4.832355
857,0.271199,0.633669,4.836643
858,0.276622,0.634549,4.847117
859,0.278792,0.634901,4.851307
860,0.281296,0.634855,4.856807
861,0.282298,0.634837,4.859009
862,0.282702,0.634830,4.859893
863,0.282864,0.634828,4.860247
864,0.279174,0.636335,4.863260
865,0.280391,0.636721,4.869005
866,0.294179,0.640458,4.895010
867,0.302130,0.641409,4.910149
868,0.308031,0.641579,4.921073
869,0.313016,0.642071,4.930259
870,0.317648,0.642081,4.938961
871,0.319501,0.642084,4.942442
872,0.322798,0.641686,4.948767
873,0.326394,0.642152,4.956537
874,0.330643,0.642633,4.964548
875,0.332342,0.642825,4.967753
876,0.335660,0.643405,4.972939
877,0.340314,0.643837,4.980574
878,0.344848,0.644889,4.989554
879,0.349714,0.645112,4.998830
880,0.355627,0.645338,5.008272
881,0.361067,0.645833,5.018136
882,0.366664,0.645831,5.028195
883,0.372000,0.645942,5.038038
884,0.377232,0.646156,5.047607
885,0.382803,0.646392,5.057444
886,0.388213,0.646663,5.067499
887,0.393579,0.647164,5.077012
888,0.399969,0.647850,5.088849
889,0.405811,0.648507,5.099326
890,0.411419,0.648938,5.109436
891,0.417131,0.649521,5.119662
892,0.423144,0.650271,5.130154
893,0.429293,0.651042,5.140875
894,0.435123,0.652129,5.152061
895,0.440699,0.653758,5.163478
896,0.446554,0.655025,5.174961
897,0.452792,0.656489,5.186835
898,0.459758,0.657607,5.198360
899,0.465706,0.658847,5.210643
900,0.469488,0.659491,5.218035
901,0.472548,0.659962,5.223367
902,0.475077,0.660293,5.228015
903,0.477622,0.660628,5.232724
904,0.478379,0.660346,5.234856
905,0.479947,0.660438,5.238231
906,0.481976,0.660720,5.242276
907,0.484346,0.660918,5.246610
908,0.486791,0.661192,5.251137
909,0.489622,0.661579,5.256187
910,0.492624,0.662014,5.261619
911,0.495984,0.662380,5.267402
912,0.499530,0.662899,5.273621
913,0.503166,0.663542,5.280012
914,0.507292,0.664388,5.287107
915,0.511563,0.665185,5.294372
916,0.515798,0.665976,5.301849
917,0.519288,0.666436,5.308278
918,0.523544,0.666447,5.315118
919,0.528235,0.667058,5.323072
920,0.533105,0.667666,5.331363
921,0.538378,0.668589,5.340351
922,0.543682,0.669752,5.349798
923,0.548583,0.670649,5.358308
924,0.554517,0.672033,5.367832
925,0.558388,0.672816,5.374206
926,0.564328,0.674091,5.383891
927,0.568202,0.674756,5.390124
928,0.571215,0.675118,5.395135
929,0.573258,0.675338,5.398915
930,0.575206,0.675565,5.402342
931,0.577000,0.675944,5.406053
932,0.529073,0.665062,5.344758
933,0.511665,0.661141,5.323444
934,0.506639,0.659938,5.318187
935,0.506192,0.659592,5.318941
936,0.507476,0.659504,5.321927
937,0.509350,0.659564,5.326220
938,0.511739,0.659777,5.331334
939,0.514610,0.660094,5.337707
940,0.519293,0.660601,5.344578
941,0.523396,0.661523,5.351850
942,0.524512,0.660812,5.355637
943,0.527140,0.661148,5.360501
944,0.530149,0.661322,5.365976
945,0.534326,0.661939,5.373005
946,0.539963,0.663269,5.381279
947,0.546674,0.664950,5.389888
948,0.553521,0.666546,5.398669
949,0.560007,0.668008,5.407628
950,0.567075,0.669761,5.416937
951,0.574752,0.671109,5.426556
952,0.581607,0.672705,5.436490
953,0.587311,0.674098,5.445033
954,0.593178,0.675801,5.451392
955,0.599712,0.677471,5.457919
956,0.605845,0.678413,5.466634
957,0.611585,0.679297,5.475077
958,0.617142,0.680315,5.483807
959,0.622210,0.681123,5.492127
960,0.625855,0.681670,5.499145
961,0.629712,0.682465,5.505635
962,0.632888,0.683269,5.511755
963,0.636165,0.683870,5.518143
964,0.639975,0.684835,5.524860
965,0.644276,0.685533,5.532598
966,0.648374,0.686508,5.540470
967,0.654072,0.687692,5.549325
968,0.658673,0.688761,5.557611
969,0.664169,0.689825,5.567095
970,0.669605,0.690459,5.576737
971,0.675207,0.690937,5.586417
972,0.681118,0.691811,5.596224
973,0.687707,0.692707,5.605743
974,0.692568,0.693879,5.612747
975,0.696238,0.694832,5.619138
976,0.700129,0.695335,5.625929
977,0.704449,0.695782,5.633488
978,0.708728,0.696387,5.640684
979,0.713627,0.696824,5.648509
980,0.718028,0.697322,5.655943
981,0.722094,0.697648,5.662678
982,0.725740,0.698067,5.668942
983,0.729047,0.698339,5.674827
984,0.732921,0.698648,5.681201
985,0.736857,0.699112,5.687555
986,0.740310,0.699521,5.694242
987,0.744447,0.700043,5.701337
988,0.748964,0.700583,5.709011
989,0.753942,0.701661,5.717400
990,0.759075,0.702334,5.725634
991,0.763520,0.702876,5.733808
992,0.767596,0.703574,5.741932
993,0.771835,0.704181,5.750305
994,0.775894,0.704988,5.757732
995,0.779352,0.705441,5.764581
996,0.783511,0.705984,5.771966
997,0.787449,0.706558,5.779603
998,0.791812,0.707001,5.787284
999,0.796418,0.707348,5.795297
1000,0.800911,0.707830,5.802953
1001,0.805317,0.708247,5.810630
1002,0.810022,0.708834,5.818813
1003,0.815006,0.709339,5.827572
1004,0.819164,0.709726,5.835272
1005,0.823340,0.710264,5.842650
1006,0.827588,0.710778,5.850040
1007,0.831703,0.711358,5.857381
1008,0.835972,0.712095,5.865420
1009,0.840462,0.712670,5.873561
1010,0.845242,0.713308,5.881500
1011,0.849811,0.713699,5.889500
1012,0.853315,0.714072,5.896836
1013,0.856735,0.714434,5.903518
1014,0.861260,0.714938,5.911533
1015,0.866795,0.715662,5.920767
1016,0.871466,0.716254,5.928578
1017,0.875491,0.716889,5.935860
1018,0.878904,0.717308,5.942051
1019,0.882613,0.717738,5.948869
1020,0.886930,0.718292,5.956189
1021,0.891056,0.718946,5.963574
1022,0.894713,0.719258,5.970236
1023,0.898547,0.719507,5.976989
1024,0.902978,0.719806,5.984385
1025,0.908146,0.720281,5.992851
1026,0.913474,0.720847,6.001961
1027,0.918441,0.721075,6.010769
1028,0.922874,0.721523,6.018050
1029,0.928005,0.722032,6.027158
1030,0.932891,0.722630,6.036050
1031,0.937723,0.723045,6.044296
1032,0.942581,0.723302,6.052063
1033,0.946899,0.723594,6.059623
1034,0.951465,0.723835,6.067556
1035,0.956163,0.724135,6.075666
1036,0.960745,0.724565,6.083806
1037,0.965710,0.724894,6.092021
1038,0.970986,0.725420,6.100739
1039,0.976307,0.725995,6.109991
1040,0.981697,0.726446,6.119331
1041,0.987262,0.726806,6.129012
1042,0.992788,0.727394,6.138603
1043,0.998633,0.728131,6.148698
1044,1.004480,0.728714,6.158893
1045,1.010062,0.729277,6.168468
1046,1.014114,0.729402,6.175455
1047,1.018953,0.729555,6.183932
1048,1.022828,0.729742,6.190337
1049,1.027216,0.729836,6.197107
1050,1.031793,0.729964,6.204505
1051,1.036605,0.730280,6.212083
1052,1.041309,0.730569,6.219697
1053,1.045592,0.730681,6.226979
1054,1.050472,0.730931,6.234886
1055,1.054693,0.731666,6.242306
1056,1.059255,0.732533,6.250436
1057,1.062745,0.732811,6.257343
1058,1.066582,0.732992,6.264607
1059,1.070394,0.733244,6.271361
1060,1.073372,0.733559,6.277669
1061,1.076594,0.733725,6.284275
1062,1.080158,0.734088,6.291280
1063,1.084137,0.734390,6.298307
1064,1.088357,0.734908,6.305380
1065,1.092475,0.735445,6.312277
1066,1.095734,0.735978,6.318876
1067,1.099891,0.736641,6.326216
1068,1.104194,0.737539,6.333619
1069,1.108646,0.738218,6.340901
1070,1.113062,0.738634,6.348474
1071,1.117463,0.738913,6.355831
1072,1.121922,0.739323,6.363642
1073,1.125957,0.739792,6.371719
1074,1.130120,0.740361,6.380064
1075,1.134794,0.740665,6.388307
1076,1.139485,0.740942,6.396707
1077,1.144061,0.741852,6.404676
1078,1.148595,0.742347,6.412575
1079,1.153161,0.742572,6.420389
1080,1.158020,0.742799,6.428571
1081,1.162949,0.743162,6.436727
1082,1.167346,0.743913,6.444352
1083,1.171816,0.744348,6.451652
1084,1.175938,0.744661,6.458804
1085,1.179550,0.744666,6.465269
1086,1.183315,0.744817,6.471857
1087,1.187394,0.745130,6.479105
1088,1.191646,0.745481,6.486562
1089,1.195928,0.745678,6.493995
1090,1.199727,0.746082,6.501514
1091,1.203916,0.746495,6.509115
1092,1.208398,0.746884,6.516978
1093,1.212873,0.746755,6.525314
1094,1.217240,0.746591,6.534061
1095,1.222205,0.746676,6.542712
1096,1.227611,0.746788,6.551528
1097,1.232973,0.747411,6.560448
1098,1.238196,0.748102,6.569526
1099,1.243870,0.748802,6.579107
1100,1.249401,0.749635,6.588772
1101,1.255084,0.750426,6.599037
1102,1.260916,0.750913,6.609221
1103,1.266556,0.751323,6.619076
1104,1.272516,0.751745,6.629391
1105,1.277897,0.752184,6.639709
1106,1.284133,0.752777,6.650584
1107,1.290465,0.753262,6.661485
1108,1.297051,0.753877,6.672736
1109,1.303665,0.754312,6.683847
1110,1.310580,0.755128,6.695149
1111,1.316903,0.755865,6.706132
1112,1.321881,0.756239,6.715318
1113,1.326098,0.756530,6.723331
1114,1.330924,0.756694,6.731431
1115,1.335775,0.756758,6.739489
1116,1.341221,0.756952,6.748022
1117,1.346188,0.757159,6.756416
1118,1.351173,0.757164,6.765208
1119,1.356424,0.757625,6.774159
1120,1.361704,0.758066,6.783326
1121,1.366916,0.758233,6.792371
1122,1.372267,0.758699,6.801554
1123,1.374189,0.758369,6.805469
1124,1.377722,0.758239,6.811935
1125,1.382670,0.758681,6.820716
1126,1.389310,0.759878,6.830367
1127,1.394448,0.760305,6.838415
1128,1.400494,0.761937,6.847970
1129,1.406926,0.763323,6.857997
1130,1.412532,0.763830,6.866831
1131,1.416631,0.764225,6.873802
1132,1.418104,0.764144,6.876755
1133,1.418494,0.763746,6.878199
1134,1.423572,0.765908,6.885861
1135,1.425603,0.766772,6.888926
1136,1.428415,0.767094,6.893427
1137,1.431615,0.767527,6.898711
1138,1.435129,0.768120,6.904382
1139,1.438418,0.768528,6.910178
1140,1.441945,0.768860,6.915931
1141,1.443355,0.768992,6.918233
1142,1.446965,0.769658,6.923083
1143,1.452495,0.771246,6.931697
1144,1.453781,0.768709,6.936606
1145,1.454295,0.767694,6.938569
1146,1.456652,0.767446,6.942281
1147,1.458908,0.767464,6.945322
1148,1.459811,0.767472,6.946539
1149,1.460172,0.767475,6.947025
1150,1.460316,0.767476,6.947220
1151,1.460764,0.767439,6.947809
1152,1.461646,0.767624,6.950500
1153,1.462025,0.767699,6.951612
1154,1.462130,0.767708,6.951924
1155,1.454902,0.761263,6.943147
1156,1.452097,0.758718,6.939803
1157,1.450923,0.757688,6.938378
1158,1.450454,0.757276,6.937808
1159,1.450230,0.757103,6.937502
1160,1.450153,0.757045,6.937414
1161,1.449212,0.757044,6.936307
1162,1.404057,0.728745,6.863123
1163,1.385995,0.717426,6.833849
1164,1.378770,0.712898,6.822139
1165,1.384523,0.718433,6.851436
1166,1.386825,0.720647,6.863154
1167,1.374317,0.730682,6.872389
1168,1.369325,0.734705,6.876123
1169,1.367328,0.736314,6.877616
1170,1.364625,0.770095,6.889019
1171,1.362396,0.782707,6.888007
1172,1.361504,0.787752,6.887601
1173,1.361147,0.789769,6.887439
1174,1.360968,0.790558,6.887276
1175,1.360896,0.790873,6.887210
1176,1.360867,0.790999,6.887184
1177,1.361170,0.791137,6.887689
1178,1.361284,0.791189,6.887870
1179,1.361801,0.791326,6.888721
1180,1.371669,0.794369,6.912437
1181,1.375616,0.795586,6.921923
1182,1.377194,0.796073,6.925718
1183,1.377826,0.796267,6.927235
1184,1.378050,0.796343,6.927796
1185,1.378139,0.796374,6.928021
1186,1.378175,0.796386,6.928111
1187,1.378204,0.796390,6.928168
1188,1.378216,0.796392,6.928190
1189,1.378221,0.796392,6.928199
1190,1.380248,0.796846,6.931062
1191,1.381059,0.797027,6.932208
1192,1.383310,0.797371,6.935049
1193,1.384236,0.797512,6.936226
1194,1.387060,0.799005,6.943694
1195,1.388190,0.799602,6.946682
1196,1.388641,0.799841,6.947873
1197,1.373071,0.793044,6.904332
1198,1.365161,0.800100,6.900564
1199,1.361985,0.802918,6.899026
1200,1.360715,0.804045,6.898410
1201,1.360215,0.804497,6.898177
1202,1.348993,0.790771,6.869388
1203,1.344504,0.785281,6.857873
1204,1.342687,0.783079,6.853221
1205,1.342795,0.782592,6.853147
1206,1.341707,0.782048,6.850726
1207,1.341584,0.782003,6.850836
1208,1.341995,0.782124,6.851826
1209,1.342159,0.782173,6.852221
1210,1.342224,0.782192,6.852380
1211,1.309035,0.763886,6.770826
1212,1.295759,0.756563,6.738205
1213,1.290448,0.753634,6.725156
1214,1.288316,0.752457,6.719908
1215,1.287472,0.751989,6.717833
1216,1.287135,0.751801,6.717003
1217,1.287000,0.751726,6.716671
1218,1.286937,0.751692,6.716517
1219,1.286912,0.751679,6.716455
1220,1.286890,0.751670,6.716405
1221,1.287543,0.751906,6.717497
1222,1.287804,0.752001,6.717934
1223,1.287096,0.751669,6.716289
1224,1.286813,0.751536,6.715631
1225,1.286747,0.751501,6.715457
1226,1.286720,0.751487,6.715388
1227,1.286714,0.751486,6.715379
1228,1.286711,0.751486,6.715375
1229,1.286701,0.751482,6.715351
1230,1.286708,0.751486,6.715371
1231,1.286711,0.751487,6.715379
1232,1.286698,0.751488,6.715364
1233,1.286887,0.751555,6.715766
1234,1.282729,0.760918,6.716330
1235,1.279135,0.764601,6.713316
1236,1.277532,0.766006,6.711763
1237,1.280706,0.768567,6.718001
1238,1.281975,0.769591,6.720495
1239,1.302952,0.731867,6.687441
1240,1.311342,0.716778,6.674219
1241,1.314698,0.710742,6.668930
1242,1.315890,0.708234,6.666331
1243,1.319374,0.707194,6.669519
1244,1.320768,0.706778,6.670794
1245,1.321325,0.706612,6.671305
1246,1.321548,0.706545,6.671509
1247,1.327592,0.709879,6.680498
1248,1.330009,0.711212,6.684093
1249,1.330976,0.711746,6.685531
1250,1.331375,0.711964,6.686131
1251,1.331535,0.712051,6.686370
1252,1.331768,0.712131,6.686813
1253,1.315970,0.717116,6.684222
1254,1.309634,0.719109,6.683174
1255,1.307062,0.719899,6.682678
1256,1.306032,0.720215,6.682479
1257,1.310361,0.720191,6.688044
1258,1.309805,0.719984,6.687338
1259,1.309582,0.719902,6.687055
1260,1.309599,0.719897,6.687180
1261,1.281572,0.710498,6.649695
1262,1.270236,0.706755,6.634520
1263,1.265810,0.705312,6.628831
1264,1.263663,0.704584,6.625850
1265,1.260877,0.702346,6.621533
1266,1.259763,0.701451,6.619807
1267,1.259525,0.701149,6.619625
1268,1.259563,0.701027,6.619745
1269,1.256709,0.698659,6.613042
1270,1.255782,0.697707,6.610685
1271,1.255544,0.697341,6.609969
1272,1.255449,0.697194,6.609682
1273,1.257760,0.697993,6.613377
1274,1.258765,0.698317,6.614949
1275,1.264700,0.699902,6.623745
1276,1.267075,0.700536,6.627263
1277,1.270255,0.700816,6.631205
1278,1.271733,0.700938,6.633034
1279,1.278256,0.702557,6.642267
1280,1.280726,0.703156,6.645705
1281,1.282118,0.703384,6.647643
1282,1.282486,0.703065,6.648684
1283,1.278627,0.700475,6.642349
1284,1.277083,0.699439,6.639816
1285,1.276466,0.699025,6.638802
1286,1.276219,0.698859,6.638397
1287,1.276120,0.698793,6.638234
1288,1.275811,0.698689,6.637779
1289,1.277247,0.699246,6.640687
1290,1.278470,0.699607,6.642804
1291,1.278959,0.699752,6.643651
1292,1.279317,0.699824,6.644206
1293,1.279312,0.699304,6.644739
1294,1.279675,0.699170,6.645551
1295,1.280110,0.699179,6.646270
1296,1.284590,0.700796,6.652503
1297,1.289187,0.702211,6.659119
1298,1.294248,0.703907,6.666103
1299,1.298380,0.705218,6.672011
1300,1.285796,0.700502,6.655400
1301,1.282610,0.699159,6.651535
1302,1.283451,0.698876,6.652530
1303,1.285451,0.699147,6.655262
1304,1.288586,0.699627,6.659184
1305,1.302077,0.707228,6.678133
1306,1.307473,0.710268,6.685712
1307,1.308937,0.710126,6.689874
1308,1.314116,0.713882,6.696112
1309,1.315686,0.714236,6.699575
1310,1.321779,0.719468,6.707672
1311,1.327619,0.723051,6.715228
1312,1.333469,0.725654,6.722592
1313,1.338982,0.728024,6.729598
1314,1.344852,0.730481,6.737042
1315,1.351546,0.733184,6.744970
1316,1.354224,0.734266,6.748141
1317,1.359521,0.737649,6.755263
1318,1.365740,0.740847,6.762935
1319,1.372749,0.744532,6.772041
1320,1.380392,0.748793,6.781990
1321,1.388327,0.752696,6.792410
1322,1.396783,0.757250,6.803402
1323,1.405682,0.762813,6.815231
1324,1.408690,0.764832,6.819064
1325,1.409906,0.765639,6.820603
1326,1.416067,0.768354,6.829482
1327,1.419470,0.769751,6.834492
1328,1.422218,0.770822,6.838450
1329,1.423626,0.771470,6.840604
1330,1.427044,0.772735,6.844942
1331,1.429933,0.774052,6.849337
1332,1.435212,0.776619,6.856239
1333,1.439482,0.778680,6.861580
1334,1.443078,0.780459,6.866249
1335,1.469834,0.788273,6.889335
1336,1.484265,0.792458,6.902313
1337,1.492254,0.795052,6.910689
1338,1.497685,0.797221,6.917124
1339,1.502316,0.799230,6.922960
1340,1.506765,0.801449,6.928925
1341,1.511976,0.803684,6.935864
1342,1.517146,0.805916,6.942840
1343,1.523073,0.808125,6.950547
1344,1.528085,0.810058,6.957559
1345,1.533813,0.812322,6.965622
1346,1.539549,0.814301,6.973660
1347,1.546195,0.816528,6.982445
1348,1.553826,0.818321,6.992054
1349,1.561378,0.820857,7.002033
1350,1.568895,0.823436,7.012359
1351,1.577346,0.826132,7.023119
1352,1.586263,0.829351,7.034950
1353,1.595776,0.832573,7.046609
1354,1.606111,0.837700,7.060289
1355,1.615843,0.841985,7.073408
1356,1.628302,0.846338,7.089846
1357,1.637031,0.850601,7.102700
1358,1.639192,0.853289,7.109157
1359,1.648486,0.857991,7.121399
1360,1.653524,0.860318,7.127642
1361,1.657611,0.861992,7.132964
1362,1.658206,0.863166,7.136416
1363,1.668812,0.867962,7.148247
1364,1.675679,0.870805,7.156346
1365,1.681835,0.872984,7.163668
1366,1.687573,0.874649,7.169978
1367,1.693744,0.876705,7.177314
1368,1.699476,0.878240,7.183619
1369,1.706364,0.880999,7.192152
1370,1.713411,0.882851,7.199285
1371,1.718783,0.884743,7.205687
1372,1.722588,0.885747,7.210123
1373,1.728656,0.887348,7.216028
1374,1.734369,0.889074,7.222468
1375,1.737759,0.890022,7.226235
1376,1.746542,0.893941,7.235489
1377,1.752451,0.895808,7.241702
1378,1.759193,0.897117,7.248181
1379,1.765276,0.899083,7.255253
1380,1.771950,0.901523,7.262774
1381,1.778237,0.903465,7.269746
1382,1.784166,0.904846,7.276381
1383,1.790338,0.906313,7.283338
1384,1.796757,0.908420,7.290653
1385,1.802532,0.910841,7.298618
1386,1.808421,0.913152,7.305555
1387,1.816314,0.915563,7.314329
1388,1.822964,0.918007,7.322357
1389,1.829907,0.920143,7.330100
1390,1.836285,0.922109,7.337511
1391,1.847010,0.925137,7.349403
1392,1.854347,0.927145,7.357235
1393,1.861231,0.928516,7.364376
1394,1.868054,0.930423,7.371945
1395,1.872272,0.931504,7.376551
1396,1.875154,0.932265,7.379755
1397,1.880436,0.933672,7.385493
1398,1.884514,0.934637,7.389672
1399,1.887822,0.935531,7.393126
1400,1.891381,0.936501,7.396665
1401,1.894779,0.937610,7.400392
1402,1.898229,0.938656,7.404276
1403,1.901826,0.939627,7.408373
1404,1.905681,0.940670,7.412715
1405,1.909738,0.941833,7.417239
1406,1.914159,0.942546,7.421600
1407,1.918478,0.943336,7.426191
1408,1.922857,0.944455,7.431094
1409,1.927342,0.945664,7.436197
1410,1.932511,0.946790,7.441594
1411,1.937412,0.948264,7.446826
1412,1.942902,0.950223,7.452865
1413,1.947708,0.952250,7.458391
1414,1.953351,0.954300,7.464406
1415,1.959039,0.956106,7.470641
1416,1.964859,0.957552,7.477037
1417,1.970636,0.959106,7.483664
1418,1.976581,0.960658,7.490340
1419,1.982108,0.961908,7.496599
1420,1.987938,0.963140,7.503106
1421,1.994705,0.964542,7.509867
1422,2.001298,0.966002,7.516785
1423,2.007910,0.967612,7.523885
1424,2.014920,0.969451,7.531331
1425,2.022345,0.971422,7.539128
1426,2.029646,0.973244,7.547210
1427,2.037416,0.975244,7.555714
1428,2.045391,0.977624,7.564464
1429,2.053734,0.979981,7.573707
1430,2.062524,0.982515,7.583940
1431,2.071662,0.984803,7.594282
1432,2.081378,0.987177,7.605099
1433,2.091822,0.989656,7.616587
1434,2.102960,0.992375,7.628696
1435,2.108815,0.993744,7.635159
1436,2.118229,0.995991,7.646089
1437,2.121167,0.996781,7.649788
1438,2.130512,0.999163,7.659986
1439,2.138109,1.001165,7.668212
1440,2.145160,1.002428,7.675099
1441,2.150100,1.003343,7.680104
1442,2.156616,1.004740,7.686769
1443,2.163711,1.006795,7.694346
1444,2.169260,1.008362,7.700655
1445,2.175719,1.010357,7.708425
1446,2.182932,1.012506,7.716662
1447,2.188442,1.014435,7.723416
1448,2.195841,1.016327,7.731091
1449,2.204044,1.018069,7.739474
1450,2.212299,1.020553,7.748444
1451,2.215459,1.023503,7.753056
1452,2.218831,1.025402,7.757601
1453,2.220180,1.026161,7.759418
1454,2.220719,1.026465,7.760146
1455,2.220945,1.026588,7.760443
1456,2.223655,1.026985,7.763472
1457,2.227269,1.027830,7.767582
1458,2.228714,1.028168,7.769225
1459,2.229292,1.028303,7.769883
1460,2.232398,1.028981,7.773529
1461,2.236455,1.030036,7.778485
1462,2.241377,1.031041,7.784102
1463,2.246594,1.032424,7.789989
1464,2.249817,1.033079,7.793550
1465,2.254476,1.034030,7.798593
1466,2.260365,1.035373,7.804780
1467,2.266398,1.036833,7.811713
1468,2.272820,1.038365,7.818689
1469,2.279237,1.040206,7.826216
1470,2.286131,1.042178,7.833678
1471,2.292920,1.043756,7.841565
1472,2.300005,1.045333,7.849593
1473,2.307466,1.047098,7.857497
1474,2.313936,1.048602,7.864440
1475,2.316823,1.049253,7.867542
1476,2.317978,1.049514,7.868783
1477,2.328689,1.054341,7.880317
1478,2.332973,1.056272,7.884930
1479,2.334476,1.056994,7.886511
1480,2.340823,1.058707,7.894429
1481,2.337823,1.057460,7.889607
1482,2.336624,1.056961,7.887678
1483,2.336040,1.056749,7.886799
1484,2.335703,1.056598,7.886219
1485,2.335568,1.056538,7.885987
1486,2.335362,1.056482,7.885696
1487,2.335279,1.056460,7.885580
1488,2.347789,1.057325,7.896496
1489,2.354998,1.058410,7.903677
1490,2.358012,1.058899,7.906773
1491,2.359218,1.059095,7.908012
1492,2.360352,1.059286,7.909189
1493,2.364212,1.063117,7.927666
1494,2.366638,1.064668,7.936331
1495,2.367529,1.065249,7.939645
1496,2.367886,1.065482,7.940971
1497,2.367880,1.065573,7.941362
1498,2.367878,1.065610,7.941519
1499,2.373395,1.067347,7.949296
1500,2.365164,1.064886,7.943074
1501,2.370678,1.064080,7.948986
1502,2.386638,1.049043,7.923924
1503,2.408359,1.058355,7.961014
1504,2.422758,1.061717,7.980720
1505,2.428518,1.063062,7.988602
